title,link,description,content
Don­ald Trump at­tends court as civ­il fraud tri­al be­gins in New York,https://www.aljazeera.com/news/liveblog/2023/10/2/trump-fraud-case-live-news-business-empire-in-jeopardy-as-trial-begins,"These were the up­dates on the first day of Trump’s civ­il fraud case on Mon­day, Oc­to­ber 2, 2023 in New York City.",
Trump’s civ­il fraud tri­al to be­gin in New York: What to know,https://www.aljazeera.com/news/2023/10/2/trumps-civil-fraud-trial-to-begin-in-new-york-what-to-know,This tri­al could de­ter­mine whether Trump and his fam­i­ly can con­tin­ue to do busi­ness in New York.,"Former United States President Donald Trump and his family business will face a civil trial in New York starting on Monday. This was after New YorkJudge Arthur Engoron ruledthatTrump committed fraudfor years while building his real estate empire. The ruling came on September 26 in a civil lawsuit brought by New York’s attorney general, Letitia James. Trump has said he will be attending the hearing. While the ruling addressed a key claim made by James, six other fraud claims remain. It is these claims that will be addressed in the civil trial – a nonjury trial that Engoron will oversee. Here is what you need to know about the trial:  This case is one of fourcriminal cases against Trump.   The trial could last into December, Engoron has said. "
"Katal­in Kariko, Drew Weiss­man win No­bel Prize in med­i­cine for mRNA vac­cines",https://www.aljazeera.com/news/2023/10/2/katalin-kariko-drew-weissman-win-nobel-prize-in-medicine,The duo win the pres­ti­gious prize for the re­search that led di­rect­ly to the first mRNA vac­cines to fight COVID-19.,"Hungarian-born Katalin Kariko and Drew Weissman of the US have won the 2023 Nobel Prize in Physiology or Medicine for their research that led directly to the first mRNA vaccines to fight COVID-19, made by Pfizer and Moderna, according to the awarding body. “The laureates contributed to the unprecedented rate of vaccine development during one of the greatest threats to human health in modern times,” the jury said in Sweden’s capital Stockholm on Monday. Katalin Kariko is a professor at Sagan’s University in Hungary and an adjunct professor at the University of Pennsylvania. Drew Weissman conducted his prizewinning research together with Kariko at the University of Pennsylvania. The pair will receive their prize, consisting of a diploma, a gold medal and a $1m cheque, from King Carl XVI Gustaf at a formal ceremony in Stockholm on December 10, the anniversary of the 1896 death of scientist Alfred Nobel who created the prizes in his last will and testament. The frontrunners for this year’s award in medicine included Kevan Shokat, an American biologist who figured out how to block the KRAS cancer gene behind a third of cancers, including challenging-to-treat lung, colon, and pancreatic tumours. Two American biologists, Stanislas Leibler and Michael Elowitz, were also in the run for their work on synthetic gene circuits which established the field of synthetic biology. It enables scientists to redesign organisms by engineering them to have new abilities. The Nobel Prize in physiology or medicine was won last year by Swedish scientistSvante Paabofor discoveries in human evolution that unlocked secrets of Neanderthal DNA which provided key insights into our immune system, including our vulnerability to severe COVID-19. The physics prize will be announced on Tuesday, chemistry on Wednesday and literature on Thursday. The Nobel Peace Prize will be announced on Friday and the economics award on October 9."
Mex­i­co church roof col­laps­es dur­ing bap­tism killing at least 10 peo­ple,https://www.aljazeera.com/news/2023/10/2/mexico-church-roof-collapses-during-baptism-killing-at-least-10-people,Three chil­dren are among the dead and dozens are in­jured in the in­ci­dent in Ciu­dad Madero in the Tamauli­pas state.,"At least 10 people, including three children, have been killed and dozens more injured in Mexico after the roof of a church came crashing down during a baptism ceremony, according to local officials. The incident occurred the northeastern coastal town of Ciudad Madero in the Tamaulipas state on Sunday. Working under floodlights, military personnel supported emergency services using rescue dogs and earthmoving equipment to identify and dig out survivors from the ruins of the church. “Unfortunately, 10 people are confirmed dead. Of these, five are women, two men and three children,” Americo Villarreal, governor of Tamaulipas, told reporters at the scene. Rescue workers were attempting to recover the body of a woman from the rubble, but the death toll was not expected to rise as all of the missing had been accounted for, he added. At least 60 people were treated for injuries, Villarreal said, with 23 were still in hospital. “Two have serious injuries, their lives may be in danger,” he added. Jose Armando Alvarez, the bishop of the local diocese, said in a video posted on social media that “the roof of a church has collapsed during the celebration of the Eucharist”. Several ambulances, patrol cars, and police and military personnel were at the site, in addition to numerous people in search of family members who were in the church. Local media showed footage of dozens of people trying to hold up part of the collapsed structure with poles while others made their way through the wreckage in search of survivors. Rescuers could be seen raising their fists in the air as a call for silence so they might hear any calls for help coming from people stuck under the wreckage. The Archdiocese of Mexico posted a message on social media offering condolences. “We join in prayer with our sister diocese Tampico to intercede for our killed and injured brothers,” it said. Local residents put out calls on social media asking for tools to aid the rescue effort, such as hydraulic lifts, wood and hammers. Ciudad Madero is a town of just more than 200,000 people on the coast of the Gulf of Mexico."
EU top diplo­mats meet­ing in Kyiv for first time as US aid hangs in bal­ance,https://www.aljazeera.com/news/liveblog/2023/10/2/russia-ukraine-war-live-shelling-on-kherson-kills-one-injures-six,These were the up­dates on the Rus­sia-Ukraine war for Mon­day 2 Oc­to­ber.,
Ear­ly vot­ing be­gins in Aus­tralia’s In­dige­nous Voice ref­er­en­dum,https://www.aljazeera.com/news/2023/10/2/early-voting-begins-in-australias-indigenous-voice-referendum,PM An­tho­ny Al­banese ral­lies sup­port for In­dige­nous Voice in Mel­bourne as ear­ly vot­ing be­gins in parts of Aus­tralia.,"Early voting has begun in parts of Australia for a landmark referendum on creating anIndigenous body that can advise Parliamenton matters affecting Aboriginal and Torres Strait Islander people. People eligible for early voting in the Northern Territory, Tasmania, Victoria and Western Australia will be able to cast their ballots from Monday, while voters in New South Wales, Queensland, South Australia and the Australian Capital Territory will be able to do so from Tuesday. The referendum itself is scheduled for October 14, and voting is compulsory. As early voting began, Prime Minister Anthony Albanese hit the streets of Melbourne, the capital of Victoria, to rally support for the “yes” vote. “I sincerely think the key to the next fortnight is those one-on-one conversations with people to accept this request of the overwhelming majority of Aboriginal and Torres Strait Islander peoples,” he told reporters. The proposal asks Australians whether the country’s constitution should be altered to enshrine an Indigenous advisory body called the “Voice to Parliament”. Supporters say embedding the “Voice” in the constitution would recognise Indigenous people’s special place in Australian history while giving them input into government policies. Opponents argue it would divide Australians along racial lines without reducing the severe inequalities faced by Indigenous people.  The proposal, backed by Albanese’s Labor government, has beenstruggling to get majority support, with recent opinion polls showing voters will reject it. A survey published by the Australian Financial Review on September 25 showed that support for the “Voice” hadfallen to 33 percent, down by 15 points since May. The “no” vote was at 50 percent. Some voters who had switched their stance said the Voice was a distraction from their two biggest concerns – the cost of living and the price of housing. But Albanese said he remained optimistic that the proposal would pass despite the poor showing in polls. Volunteers for the Yes Campaign were also out in Melbourne, with officials saying there was still a chance to turn public opinion around. “As with any election, Australians tend to really put their focus into their decision-making much closer to the vote, so 12 days out, there’s plenty of time for us to have that conversation,” Dean Parkin, the director of the Yes23 Campaign, told Sky News. “There is a very clear choice in this referendum, a ‘yes’ vote gives us real recognition and a chance for practical change, whereas a ‘no’ vote gives us absolutely nothing,” he added. Australia has no treaty with its Indigenous people, who make up about 3.2 percent of its 26 million population. They were marginalised by British colonial rulers and are not mentioned in the 122-year-old constitution. They remain the most disadvantaged group in the country. Indigenous people have a life expectancy of about eight years less than non-Indigenous Australians and suffer disproportionately high rates of suicide, domestic violence andimprisonment. The “yes” campaign faces significant odds. A referendum to change the constitution requires what is known as a double majority – the support of most Australians nationwide plus a majority of voters in a majority of states. Of the 44 referendums held since the constitution took effect in 1901, only eight have been carried and none since 1977. Five referendums have failed because while they were supported by most Australians, they fell short of gaining majorities in at least four of the six states."
Trump says he will be in New York court for tri­al on his busi­ness prac­tices,https://www.aljazeera.com/news/2023/10/2/trump-says-he-will-be-in-new-york-court-for-trial-on-his-business-practices,Judge has al­ready ruled Trump and his two sons com­mit­ted fraud in over­stat­ing the val­ue of their busi­ness em­pire.,"Former United States President Donald Trump has said he will attend court in New York for the start of a civil trial in a case that has already resulted in a judge ruling that hecommitted fraudin his business dealings. The trial is due to getunder way on Monday, threatening Trump’s business empire as he campaigns for the White House with four criminal cases looming. “I’m going to Court tomorrow morning to fight for my name and reputation,” Trump wrote on Sunday night on his Truth Social platform. The 77-year-old lashed out at New York Attorney General Letitia James, who is suing him, and Judge Arthur Engoron, who is presiding over the non-jury trial and ruled last week that Trump and his sons Eric and Don Jr had beeninflatingthe value of the Trump Organization’s property and financial assets for years. “THIS WHOLE CASE IS SHAM!!!” Trump wrote. “See you in Court – Monday morning.” Trump’s visit to court on Monday willmark a departurefrom his usual practice. He did not attend court as either a witness or a spectator when his company and one of its top executives were convicted of tax fraud last year. Nor did he go to court during a trial earlier this year in which a jury found him liable forsexually assaultingthe writer E Jean Carroll in a department store dressing room.  Trump also faces several major criminal trials in the months ahead. He is scheduled to appear before a federal judge in Washington, DC on March 4, on charges oftrying to overturnthe outcome of the 2020 presidential election won by Joe Biden. After that, Trump will be back in New York state court, this time on criminal hush money charges, and later in a Florida federal court, where he is accused of mishandling classified documents after leaving office. Finally, he will also have to answer tostate charges in Georgia, where prosecutors say Trump illegally tried to get the southern state’s 2020 election results changed in his favour. In the New York civil case, Engoron ruled that Trump, his two eldest sons and other executives lied to tax collectors, lenders and insurers to exaggerate the value of their properties by $812m to $2.2bn between 2014 and 2021. As a result, the judge revoked the business licences that allowed the Trump Organization to operate some of its New York properties.  Actually enforcing such penalties would be “a major blow to Donald Trump’s ability to do business in the State of New York going forward,” Will Thomas, a professor of business law at the University of Michigan, told the AFP news agency. According to James, the New York attorney general, Trump’s apartment is among the spaces that were fraudulently overvalued by being listed as three times bigger than its true size. Trump’s Mar-a-Lago resort in Florida – the site of the classified documents drama – and several of his golf clubs are also part of James’s complaint. Trump has repeatedly dismissed the New York civil allegations. There are likely to be dozens of witnesses called to testify at the trial, including Trump himself, although that might not happen for several weeks. Engoron has said the trial could continue into December."
UK awards $4bn con­tract to build AUKUS nu­clear sub­marines,https://www.aljazeera.com/news/2023/10/2/uk-awards-4bn-contract-to-build-aukus-nuclear-submarines,"SSN-AUKUS ‘will be largest, most ad­vanced and most pow­er­ful at­tack sub­marines ever op­er­at­ed’ by Roy­al Navy, UK says.","The United Kingdom has awarded three UK companies a 4 billion pound ($4.9bn) contract to design and manufacture a nuclear-powered attack submarine as part of the country’s AUKUS programme with Australia and the United States. The UK Ministry of Defence, in a statement on Sunday, said the contract with BAE Systems, Rolls-Royce and Babcock “represents a significant milestone for both the UK and the trilateral AUKUS programme as a whole”. The new submarines, known as SSN-AUKUS, “will be the largest, most advanced and most powerful attack submarines ever operated” by the Royal Navy and will “combine world-leading sensors, design and weaponry in one vessel”, it said. The first of the submarines will be delivered into service in the UK in the late 2030s and the first Australian ones will follow in the early 2040s. Theplans for SSN-AUKUSwere unveiled in March by the leaders of Australia, the UK and US and came as the three countries ramp up their efforts to counter China in the Asia Pacific region. The nuclear-powered vessels – which have far greater stealth and range and mark the first time Washington has shared nuclear-propulsion technology with a country other than the UK – represent a significant upgrade to Australia’s current diesel-powered fleet. Australian Defence Minister Richard Marles previously described the AUKUS deal as “the biggest step forward in our military capability that we’ve had since the end of World War II”. Under AUKUS, Washington also intends to sell Canberra up to five of its Virginia-class nuclear-powered submarines in the early 2030s. It will also see US and UK submarines deployed in Western Australia as soon as 2027 to help train Australian crews. Analysts say the AUKUS programme will strengthen deterrence in the face of China’s increasingly assertive actions in the Pacific, including in theSouth China Seawhere it has built military bases on disputed outcrops and reefs. “As highly stealthy platforms, SSNs’ ability to operate in contested waters, hunt Chinese warships and submarines, control strategic sea lanes and chokepoints, and project power with long-range cruise missiles make them one of the most effective ways to complicate Chinese military planning and give Beijing a reason to take pause before using force,” wrote Ashley Townshend, a senior fellow for Indo-Pacific security at the Carnegie Endowment for International Peace think tank, in a commentary in March. “The fact that US, UK, and, in time, Australian SSNs will be operating as a combined force—with Aussies also embedded on American and British subs—raises the specter of horizontal escalation by forcing Beijing to consider the prospect that military action against any SSN, or the submarine base itself, could trigger the involvement of all three nations,” he added. China has meanwhile condemned AUKUS as an illegal act of nuclear proliferation. Its foreign ministry has accused Australia, the UK and US of travelling “further down the wrong and dangerous path for their own geopolitical self-interest”. The AUKUS pact arises from a “Cold War mentality which will only motivate an arms race, damage the international nuclear proliferation regime, and harm regional stability and peace”, it said."
Fire at po­lice com­plex in Egypt’s Is­mail­ia con­tained af­ter hours,https://www.aljazeera.com/news/2023/10/2/huge-fire-engulfs-police-complex-in-egypts-ismailia,The cause of the mas­sive blaze that re­port­ed­ly wound­ed at least 38 peo­ple is not yet known.,"A huge fire that erupted at a police complex in the Egyptian city of Ismailia and wounded at least 38 people has been contained after several hours, according to state media. No fatalities were immediately reported over the blaze that happened early on Monday, but hospitals were placed on alert. The cause of the blaze, which broke out at the headquarters of the Ismailia Security Directorate before dawn, is not yet known. Of 26 wounded who were transferred to a local hospital, 24 had suffered from “asphyxiation” and two from burns, local media reported citing the health ministry. Videos on social media showed flames soaring from the city’s security directorate early, and it appeared the building’s main facade had collapsed.  Translation: A huge fire engulfs the Ismailia Security Directorate. The health ministry deployed 50 ambulances to the scene, which were joined by military emergency services including two planes, according to state media. Later on Monday, state television announced that the fire was contained. Sara Kira, the founder and director of the European North African Center for Research, said Egyptians were wary of possible attacks before the presidential polls in December 2023. “We do not want any turbulence before the elections,” she told Al Jazeera from Cairo. Hopefully it is not the start of something ugly, but just an accident, she said. Deadly fires are a common hazard in Egypt, where many buildings are dilapidated and poorly maintained. In August 2022, a fire caused by a short circuit killed 41 worshippers in a Cairo church, prompting calls to improve the country’s infrastructure and the response time of the fire brigade. In March 2021, at least 20 people died in a fire at a textile factory in the capital, while in 2020, two hospital fires killed fourteen people. "
Anger and de­spair as In­done­sian fam­i­lies mark year since foot­ball dis­as­ter,https://www.aljazeera.com/news/2023/10/2/anger-and-despair-as-indonesian-families-mark-year-since-football-disaster,Some 135 peo­ple died af­ter po­lice fired tear gas into the stands of the Kan­ju­ruhan Sta­di­um.,"The Indonesian families of those who died in theKanjuruhan Stadium disasterin Malang a year ago have marked the anniversary of the tragedy along with hundreds of fans and survivors at a candlelit vigil at the stadium amid renewed calls for justice. About 300 people travelled by convoy from the centre of Malang to Kanjuruhan Stadium, with some venturing inside for the first time since last year’s disaster when 135 people were killed, including children as young as three years old. More than 400 people were injured. Rini Hanifa, however, could not bring herself to enter the place where her 20-year-old son, Agus Rian Syah Pratama Putra, had died. “Some of the victim’s families, including me, couldn’t stand it and some people fainted. I felt as if I couldn’t breathe,” she told Al Jazeera. The prayer vigil started at 12pm on Sunday and carried on late into the night. The sense of injustice was palpable as parts of the stadium – now in the process of being rebuilt to FIFA specifications – were set alight and flames blazed across the pitch. For Hanifa, however, the experience of being at Kanjuruhan was overwhelming. She went home early. “I just stood outside gate 13 and thought about how my child must have felt as he struggled to breathe and couldn’t because of the tear gas,” she said. “We were all just imagining how our children died in there, screaming for help because their lungs were burning.” The tragedy occurred when Indonesian police fired tear gas into the stands and onto the pitch after a game between local rivals Arema FC and Persebaya Surabaya. Police thought there had been a pitch invasion by Arema fans, some of whom had climbed down onto the field after their team lost to Persebaya for the first time in 23 years. Persebaya fans had not been allowed to attend the game because of the intense rivalry between the two sides and fears of violence. According to anofficial reportby Indonesia’s National Human Rights Commission (Komnas HAM), police fired some 45 rounds of tear gas inside the stadium leading to the deaths of supporters in the stands and in a crush at the exits as fans desperately tried to escape. Under FIFA, the international soccer federation, rules, the use of tear gas is prohibited inside stadiums. Usman Hamid, the head of Amnesty International’s Indonesia office, told Al Jazeera that even now, the Indonesian police appeared not to have reassessed the use of tear gas against civilians. “What is unfortunate is that, since the Kanjuruhan tragedy, cases of tear gas shooting by police officers at civilians have continued to occur, as happened onRempang Islandon September 7,” he said, referring to protests last month against a China-led development project. “We urge the authorities that the use of force and tactics by security forces must always be within the legal framework and in accordance with human rights standards. We also urge the authorities to increase transparency, accountability, and the changes needed to protect civil society from excessive and potentially dangerous use of force, including tear gas.” Following the Kanjuruhan tragedy, two civilians, security officer Suko Sutrisno and match organising committee chairman Abdul Haris, were sentenced to one year and 18 months in prison respectively for negligence, including failing to carry out a proper risk assessment of the stadium. Wahyu Setyo Pranoto, the chief of operations of the Malang Regency Police and Bambang Sidik Achmadi, the head of the Prevention Unit of the Malang Regency Police, meanwhile, were sentenced to two and two and a half years in prison respectively on appeal. The two men wereoriginally acquitted. Hasdarmawan, the commander of the Third Mobile Brigade Company of the East Java Police, was sentenced to one and a half years in prison for his role in the incident. However, many of the families and human rights groups feel justice remains elusive not only because of the comparatively light sentences, but also the failure to prosecute other police officers and match officials further up the chain of command. Daniel Siagian, the head of the Legal Aid Institute in Malang, told Al Jazeera that the Kanjuruhan Stadium tragedy was a “black mark against human rights and football in Indonesia”. “This tragedy confirms that the state is ignoring responsibility to resolve this case fairly and with dignity. This incident clearly demonstrated excessive use of force and acts of brutality displayed by the security forces,” he said. He added that the incident showed Indonesia’s National Police had yet to fully understand and respect fundamental human rights principles. Devi Athok, whose daughters, 16-year-old Natasya Debi Ramadhani and 13-year-old Naila Debi Anggraini, died last October, went to the stadium on Sunday afternoon and strung a banner with their faces on it between the goalposts to demand further accountability for their deaths. He also sat in the spot where their bodies were found in the 13th tribune. “I felt like I was sitting with them. I cried because I felt how they must have been tormented by the gas after the police fired it,” he said. He added that he briefly lost consciousness after becoming overwhelmed with grief and the stress of visiting the stadium. “I sat in the tribune where they had sat for the last time and I apologised to my two girls,” he said. “I told them: ‘Please forgive me, Daddy couldn’t save you’.”"
"Wag­n­er’s Prigozhin hailed a hero, 40 days af­ter death in plane crash",https://www.aljazeera.com/news/2023/10/2/wagners-prigozhin-hailed-a-hero-40-days-after-death-in-plane-crash,Dozens pay re­spects in sev­er­al Russ­ian cities on key date for mourn­ing in the East­ern Or­tho­dox church.,"Dozens of Russians from family to former fighters have held memorial services for Wagner mercenary group chief Yevgeny Prigozhin to mark 40 days since his death, hailing him as a hero of the people. Prigozhin was killed when his private jet crashed on its way from Moscow to St Petersburg on August 23, two months after he led afailed mutinyon Moscow. Two other top Wagner commanders, Prigozhin’s four bodyguards and the plane’s three crew were also killed in the still-unexplained crash.  At the 62-year-old’s grave in St Petersburg, his mother, Violetta, and his son, Pavel, laid flowers. Supporters waved the black flags of Wagner which sport a skull and the motto “Blood, Honour, Motherland, Courage”. In the Eastern Orthodox church, it is believed that the soul makes its final journey to either heaven or hell on the 40th day after death. Memorials also took place in Moscow and other Russian cities with dozens of Wagner fighters and everyday Russians paying their respects. There was no coverage on Russian state television or any official tributes. Wagner fighters have played a key role in the fighting in Ukraine, helping Russia capture the eastern town of Bakhmut in May after weeks of bruising battles. Wagner, whose troops were moved to camps in Belarus as part of a deal to end the mutiny, was also active in a number of African countries. “He can be criticised for certain events, but he was a patriot who defended the motherland’s interests on different continents,” Wagner’s recruitment arm said ofPrigozhinin a statement on Telegram. “He was charismatic and importantly he was close to the fighters and to the people. And that’s why he became popular both in Russia and abroad.” Prigozhin’s mutiny, which followed months of expletive-laden videos insulting Russia’s top military officials, was arguably the biggest challenge to Russian President Vladimir Putin’s rule since the former KGB spy rose to power in 1999. The Wagner troops took over the southern city of Rostov, shot down several Russian aircraft and advanced towards Moscow before turning back 200 km (125 miles) from the capital following a purported deal brokered by Belarus President Alexander Lukashenko. Mourners spoke of respect for Prigozhin, who got to know Putin while running a restaurant business in St Petersburg in the 1990s. He went on to win lucrative state catering contracts earning him the nickname, “Putin’s chef” and expanded into media as well as an infamous internet “troll factory” that led to his indictment in the United States for meddling in the 2016 presidential election. Wagner brought him further into the limelight with themercenary groupdeveloping a reputation for brutality and ruthlessness. “He was a real authority, a leader,” Mikhail, a soldier in Russia’s armed forces who refused to give his second name, told the Reuters news agency. Moscow resident Marta, who also refused to give her surname, said the people believed in Prigozhin but that Wagner had been “decapitated” by the deaths of him and co-founder Dmitry Utkin, a former special forces officer and aNazi sympathiser. Prigozhin was also supposed to have moved to Belarus as part of the deal to end the mutiny. Russia looks set to continue using Wagner units despite the recent turmoil. On Friday, the Kremlin said Putin had told Andrei Troshev, one of Wagner’s top commanders, that he should “deal with forming volunteer units that could perform various combat tasks, primarily in the zone of the special military operation” – a term Moscow uses for its war in Ukraine."
"Rus­sia-Ukraine war: List of key events, day 586",https://www.aljazeera.com/news/2023/10/2/russia-ukraine-war-list-of-key-events-day-586,"As the war en­ters its 586th day, these are the main de­vel­op­ments.","Here is the situation on Monday, October 2, 2023. "
"At least 10 mi­grants killed, 25 in­jured in Mex­i­co truck ac­ci­dent",https://www.aljazeera.com/news/2023/10/1/at-least-10-migrants-killed-25-injured-in-mexico-truck-accident,"Thou­sands of mi­grants from dif­fer­ent coun­tries trav­el across Mex­i­co in bus­es, trail­ers and freight trains to reach US.","At least 10 migrants have been killed and 25 others injured after a cargo truck clandestinely carrying them overturned on a highway in southern Mexico. The accident took place early on Sunday in the Mexican state of Chiapas near the border with Guatemala. A source in the prosecutor’s office who spoke on grounds of anonymity told AFP news agency the victims were apparently from Cuba and all were women, including one minor. The incident occurred on a stretch of highway along the Pacific coast between the towns of Pijijiapan and Tonala, where people often travel as they attempt to reach the United States. The truck, whose body was partially built of wood, was destroyed, with the migrants’ clothes, bags and backpacks strewn around it.  Thousands of migrants from different countries travel across Mexico in buses, trailers and freight trains as they head for the US. It was the second fatal crash in less than a week involving migrants in Mexico. On Thursday, two migrants died when a truck overturned in the municipality of Mezcalapa, also in Chiapas state. In August, at least 15 people were killed when a crowded bus carrying primarily Venezuelan migrants and asylum seekers collided with a trailer on a highway in Mexico that connects the states of Puebla and Oaxaca, a route known to be used by migrant smugglers. In July, another bus in Oaxaca plunged off a steep road, killing as many as27 people. Another 18 people were killed in a crash in April. And in February, migrants from Venezuela, Colombia, and Central America were involved in a bus crash, again between Oaxaca and Puebla, that left at least 17 dead. Crashes are just one of the many perils migrants and asylum seekers face as they journey north to the US-Mexico border, a common destination. Many must also confront dangerous jungle passages, criminal gangs, and the risk ofextended detention. "
"Ser­bia de­nies US, EU re­ports of mil­i­tary build-up along Koso­vo bor­der",https://www.aljazeera.com/news/2023/10/1/serbia-denies-us-eu-reports-of-military-build-up-along-kosovo-border,Pres­i­dent Alek­san­dar Vu­cic’s state­ment comes af­ter shootout kills four peo­ple and fu­els ten­sions in volatile Balka­ns.,"Serbia has denied reports of a military build-up along the border with Kosovo, alleging a “campaign of lies” against his country in the wake of a shootout a week earlier that killed four people and fuelled tensions in the volatile Balkan region. “A campaign of lies … has been launched against our Serbia,” Serbian President Aleksandar Vucic said in a video posted on Instagram on Sunday. “They have lied a lot about the presence of our military forces …. In fact, they are bothered that Serbia has what they describe as sophisticated weapons.” Earlier this week, the United States urged Belgrade to pull its forces back from the border with Kosovo after detecting what it called an “unprecedented” Serbian military build-up. Serbiadeployed sophisticated tanksand artillery on the border after deadly clashes erupted at a monastery in northern Kosovo last week, the White House warned. The European Union also expressed similar concerns. Kosovo’s government on Saturday said it was monitoring the movements of the Serbian military from “three different directions”. It also urged Serbia to immediately pull back its troops and demilitarise the border area. Clashes last week erupted when heavily armed Serb gunmen ambushed a patrol a few miles from the Serbian border,killing a Kosovo police officer. Several dozen assailants then barricaded themselves in an Orthodox monastery, sparking an hour-long firefight in which three gunmen were killed and three were arrested. Kosovo’s government hasaccused Belgradeof backing the operation. Serbia denied Kosovo’s allegations that it trained the group of some 30 men who opened fire on police officers. Kosovo also said it was investigating possible Russian involvement in the violence. Serbia is Russia’s main ally in Europe, and there are fears in the West that Moscow could try to stir trouble in the Balkans to avert attention from the war in Ukraine. The clash was one of the worst since Kosovo broke away from Serbia in a bloody war in 1998-99 and declared independence in 2008, promptingNATOto announce it would beef up a peacekeeping force stationed in the country. Vucic has several times in recent months raised the combat readiness level of Serbian troops on the border with Kosovo. Serbia also has been reinforcing its troops with weapons and other equipment mainly purchased from Russia and China. “We will continue to invest in the defence of our country but Serbia wants peace,” the Serbian leader said on Sunday. “Everything they said they made up and lied, and they knew they were making up and lying.” "
Biden says US ‘will not walk away’ from Ukraine amid bud­get tur­moil,https://www.aljazeera.com/news/2023/10/1/biden-says-us-will-not-walk-away-from-ukraine-amid-budget-turmoil,US pres­i­dent re­as­sures al­lies and Kyiv af­ter last-minute bud­get deal in Con­gress axes fund­ing for the war-torn coun­try.,"United States President Joe Biden says aid to Ukraine will keep flowing for now as he seeks to reassure allies of continued support for the war effort. But time is running out, the president said on Sunday in a warning to Congress, which has voted to avert a government shutdown by passing a short-term funding package that dropped assistance forUkraine in the fight against Russia. “We cannot under any circumstances allow American support for Ukraine to be interrupted,” Biden said. “We have time, not much time and there is an overwhelming sense of urgency,” he said, noting that the funding bill lasts only until mid-November. Biden urged the Congress to negotiate an aid package as soon as possible. “The vast majority of both parties – Democrats and Republicans, Senate and House – support helping Ukraine and the brutal aggression that is being thrust upon them by Russia,” he said in an address from the White House. “Stop playing games. Get this done,” Biden said, adding that he expected Republican House Speaker Kevin McCarthy to secure passage of a separate bill for Ukraine funding soon. “I want to assure our American allies, the American people and the people in Ukraine that you can count on our support. We will not walk away,” he said.  Despite Biden’s attempts to reassure Kyiv, the future of US aid for Ukraine hangs in the balance after a last-gasp deal to avoid a government shutdown. Although the compromise struck in Congress late on Sunday dropped new funding for Ukraine amid opposition from hardline Republicans, it remains unclear what might happen next. Biden and his Democratic party say the US has a duty to help Ukraine stand up to Russian President Vladimir Putin’s invasion, warning that failure to do so could embolden other nations in the future. But the issue has become so politicised in Washington that the fate of vital military aid is now in jeopardy, just as Kyiv tries to make progress in its sluggish counteroffensive before winter sets in. The US has been a major supporter of Ukraine after Russia invaded it last year, and Biden has sought to rally the world, as well as his own country, to maintain that support. Biden assured Ukrainian President Volodymyr Zelenskyy during a visit to Washington last month that strong US support for his war to repel Russian invaders would be maintained despite opposition from some Republican lawmakers. Biden urged Republicans to move ahead quickly to avoid another crisis in November. “The brinkmanship has to end. And there shouldn’t be another … crisis,” he said. “I strongly urge my Republican friends in Congress not to wait. Don’t waste time as you did all summer. Pass a year-long budget agreement. Honour the deal we made a few months ago.” Biden declined to weigh in on whether Democrats should support McCarthy if he needed their votes to keep his job as House speaker. The president said he would leave that to Democratic leaders in the Congress to decide. The US has approved four rounds of aid to Ukraine in response to Russia’s invasion, totaling about $113bn, with some of that money going towards replenishment of US military equipment that was sent to the front lines. In August, Biden called on Congress to provide for an additional $24bn."
